url,title,author,comments,Date,Content
https://ceylontoday.lk/2022/10/12/42-students-hospitalised-for-food-poisoning/,42 students hospitalised for food poisoning,Author not found,0,2022-10-11T20:30:00+00:00," A total of 42 students of Kotagala Patana Tamil Maha Vidyalaya were admitted to the Divisional Hospital, Kotagala due to food poisoning yesterday (11) morning. The students complained of vomiting and fever. When Ceylon Today contacted the hospital officials, they said 13 students in Grade 6 and Grade 11 and 29 students in Grade 13 were among them and added that nine of them are under observation.  Thirty three students who presented with symptoms of fever and dizziness were discharged after being treated at the OPD.  The officials said the other students are out of danger and will be discharged today (12) after being examined. By Neeta Pathma Kumari (Norwood) and Naalir Jamaldeen"
https://ceylontoday.lk/2022/10/12/nfis-to-stock-market-enjoy-31-month-high/,NFIs to Stock Market Enjoy 31-Month High,Author not found,0,2022-10-11T20:30:00+00:00," Net foreign inflows (NFIs) into the stock market passed the Rs 15 billion mark yesterday, by registering its highest NFI in 14 calendar days, a figure of Rs 828.5 million, thereby recording a cumulative NFI total of Rs 15,271.7 million to hit at least a 31-month high (April 2020) due to sustained confidence by foreign investors in Sri Lanka’s financial markets, sources told Ceylon Today. Complementing these developments, the stock market enjoyed NFIs for 21 consecutive market days to yesterday, also not seen for the past 31 months. Nonetheless, the stock market fell to a 43 calendar day low, with the ASPI declining for the third consecutive market day to yesterday, led by local investors exiting from the bourse in favour of the fixed income market, driven by higher rates, complemented by record-high inflation. Consequently, the ASPI, yesterday over Friday fell by 3.37 per cent to 8,744.61 points and the S&P SL 20 Index by 4.29 per cent to 2,652.99 points on Rs 3.04 billion. Meanwhile, the S&P last registered a lower figure than that of yesterday 69 days ago on 3 August 2022. A total of 91.32 million shares changed hands yesterday. Monday was a holiday for markets. The benchmark, albeit administered ‘spot’ closed unchanged for the seventieth consecutive market day at Rs 360/364 to the US dollar in two-way quotes yesterday (Tuesday, 11 October), market sources told Ceylon Today. Consequently, yesterday, the administered market ‘spot’ was down by between 80-79.31 per cent (Rs 160-161), year-on-year (YoY) in two-way quotes, thereby causing cost-push inflationary pressure, as Sri Lanka is an import-dependent economy, they said. Meanwhile, yesterday, the value of this official administered ‘spot’ was fixed at Rs 362.90 to the dollar, while a year ago it was fixed at Rs 200.40, down 79.30 per cent (Rs 160.50), YoY. In related developments, the straitjacketed, inflexible administered market ‘spot’ a year ago was fixed at Rs 200/203 to the dollar in two-way quotes, unchanged for the twenty third consecutive market day to 11 October 2021. The band in which the guided market ‘spot’ may currently operate is fixed at +/- 3 per cent of the officially administered ‘spot’ value, where the latter is applicable for transactions involving the GoSL, CBSL, and/or between the GoSL and/or CBSL with the market, which was fixed at Rs 362.90 to the dollar yesterday. They further said trades in the administered market ‘spot’ (Rs 360/364) on Friday were mainly restricted to ‘bank-client’ outright trades, while the interbank foreign exchange (FX) market was however dominated by swaps, which were outside the domain of the FX market for this purpose. ‘Spot’ trades are settled after two market days from the date of transaction. CBSL, the steward of GoSL debt and of its foreign reserves also deals in ‘spot.’ By Paneetha Ameresekere"
https://ceylontoday.lk/2022/10/12/cabinet-decisions-12/,Cabinet decisions,Author not found,0,2022-10-11T20:30:00+00:00,"Allocating plots of land for industries Cabinet approved to allocate 16 plots of land under long-term lease basis for 35 years for 16 investors recognised under the regional industrial zone development programme as recommended by the project evaluation committee in operation under the Regional Industrial Services Committees that has been established as per the provisions of the Industries Promotion Act No. 46 of 1990 and the Ministry of Industries. The proposal was submitted by the Minister of Industries. UDA land for rest house development project Cabinet approved the proposal submitted by the Minister of Urban Development and Housing for providing land to Grand Mountain Hotel Pvt. Ltd. on a lease for 30 years with a view to implement a rest house development project subject to relevant conditions. A proposal was submitted to provide the land at No. 9, Kareithivu Road, Jaffna which belongs to the Urban Development Authority to Grand Mountain Hotel Co. on a lease for 30 years with a view to implement a rest house development project. Amendments to Civil Procedure Code Cabinet approval was granted to the proposal of the Minister of Justice, Prisons Affairs and Constitutional Reforms to publish the said draft bill in the government gazette notification and thereby to table it in Parliament. Approval of the Cabinet of Ministers was granted at their meeting held on 18 January to draft a bill to amend the Civil Procedure Code (Statute 101) (Section 205) which is applicable to provision of certified copies of decree nisi or decree absolute to the parties of a Court case. Accordingly, clearance of the Attorney General has been granted for the draft bill which has been prepared by the Legal Draftsman. Purchase of tug boat Cabinet approved the proposal presented by the Minister of Ports, Shipping and Aviation to procure a tug boat following international competitive bidding process. At present, there are 7 tugboats functioning in the Port of Colombo. It has been identified that one more tug vessel of 80 tonne capacity should be procured for future operations. Crew Scheduling System for SriLankan Airlines Commercial airlines worldwide operate Automated Crew Scheduling and Resource Management Systems. The contract period of the present system of SriLankan Airlines will end on 31 October. Therefore, the international competitive bidding system is being adopted to procure a suitable service provider. Accordingly, Cabinet approved the proposal presented by the Minister of Ports, Shipping and Aviation to award the relevant procurement to CAE Flight Services USA, Inc. company for a period of 5 years as recommended by the Cabinet appointed standing procurement committee. NCET construction contract Cabinet approved on 18 January 2017 construction of a National College of Education and Technology in Narangalla, Kuliyapitiya with aid from the Korean Government and local funds. Until the end of November 2021, it has not been possible to commence the construction work assigned to the Korean International Cooperation Agency (KOICA) due to various reasons. KOICA has agreed to assign these construction works to Central Engineering Consultancy Bureau as a direct contract. Cabinet approved the proposal presented by the Minister of Education to assign this contract to the Central Engineering Consultancy Bureau. Road Reconstruction Project in Galle A loan agreement has been entered into with the OPEC Fund for International Development for the reconstruction of the road section Suriyakanda-Rakwana (A017) of Deniyaya-Madampe road in Galle. The renovation work of that road section is planned to be done under 3 contract packages and out of these 2 packages are under the authority of the Ministry Procurement Committee. The other package is under the authority of Cabinet. Cabinet approved the proposal presented by the Minister of Transport and Highways to award the contract package under Cabinet authority to K.D.A. Weerasinghe Pvt. Ltd. on the recommendation of Cabinet appointed standing procurement committee. (TR)"
https://ceylontoday.lk/2022/10/11/france-donates-another-stock-of-medical-supplies/,France donates another stock of medical supplies,Author not found,0,2022-10-10T20:50:00+00:00,"The second consignment of medical equipment and supplies, donated by the French Government, was handed over to the Ministry of Health by the Ambassador Eric Lavertu. At the request of the Sri Lankan Government for humanitarian aid in the form of medical supplies for the people of Sri Lanka, the French Government donated different types of medicines and devices, used mainly for emergency medical treatments. This medicine donation (around 2,000kg) was packed in 30 transportable kits of essential medicines, to provide appropriate treatment for emergency intervention for adults (13 kits), emergency basic paediatric treatment (eight kits) and basic treatment for adults (nine kits). A complementary consignment of basic medicines is added to the destination of hospitals. “This donation is a gift from French authorities in response to the urgent needs of the country and its population. France will maintain its dynamic and friendly cooperation with Sri Lanka in the difficult situation faced by the country,” the French Ambassador said."
https://ceylontoday.lk/2022/10/11/pta-now-used-to-suppress-all-citizens-rasamanickam/,PTA now used to suppress all citizens – Rasamanickam,Author not found,0,2022-10-10T20:50:00+00:00," Ilankai Tamil Arasu Kachchi (ITAK) MP Shanakiyan  Rasamanickam claimed yesterday (10) that the Tamils detained under the Prevention of Terrorism Act (PTA) had been held for more than 5,000 days with no strong charges filed against them. He claimed that Mahinda Rajapaksa’s family, who wrecked the country with the Rehabilitation Act, as well as those who have sided with this government, should be rehabilitated. “At the time that protests are being held, calling for the PTA to be repealed, the government is attempting to introduce the Rehabilitation Act, which is even more dangerous than the PTA. On 8 September, we held a protest in Batticaloa, demanding that the government repeal all laws, including PTA, that incite violence against the people and endangers the country’s democracy.” The Inter-University Students’ Federation, political parties, trade unions and public organisations extended their fullest support to the protests, according to MP Rasamanickam. “A protest was held demandingthat the Government repeal the PTA and curb other violent acts with immediate effectand against the arrest and detention, for long periods, of Inter-University Students’ Federation representatives,” Rasamanickam said. “The protest started from Mahatma Gandi Park, Batticaloa and went in procession along the Kalmunai Road up toKallady playground and displaying their severe oppositions against the aforesaid acts,”Rasamanickam said. He added, “The PTA suppressed the Tamil people for more than 40 years. The Muslim community too was being oppressed from 2019 using this Act.  This law has been used to suppress the Sinhala people too from 2022. We the Tamil people must raise our voice collectively against the PTA, taking into consideration the well-being of every citizen of this country.  The PTA, which was used against the Tamil people, is now being used even against Sinhala people. We are continually staging protests in a non-violent way demanding the Government to repeal this act.” Inter University Students’ Federation Convener and a Buddhist monk, who were arrested under the PTA, have been detained for more than 50 days and they must be released immediately, Rasamanickam added. BY Naalir Jamaldeen"
https://ceylontoday.lk/2022/10/11/president-buying-time-to-put-off-lg-polls-harshana/,President buying time to put off LG polls – Harshana,Author not found,0,2022-10-10T20:50:00+00:00," The Samagi Jana Balawegaya (SJB) claimed, President Ranil Wickremesinghe does not want to hold the Local Government elections and was making excuses so, he could buy more time. Addressing the media, yesterday (10), SJB MP Harshana Rajakaruna noted that during the discussion with the professionals, the President gave an explanation about the future elections, where he said that the number of members of the local government elections will be reduced by 50 per cent. “He said that there is a lot of criticism of the parliamentary elections and it is up to the parliament to decide on what method the parliamentary elections should be held. They said about a referendum too. What he meant was that elections will not be held and that he does not want to hold elections next year,” he added. He further claimed that the President has time till March to make any necessary changes before the election. “Please bring a Bill to parliament and make the necessary amendments to the Local Government Act as soon as possible. There is no problem with that. But we do not have confidence in local government,” he added. Rajakaruna emphasised that the Sri Lankan parliament is distorted. “More than 50 per cent of people who voted for ‘Pohottuwa’ (SLPP) are with the Opposition today, their real opinions are not reflected in parliament,” he added. He added that the mandate of the public in 2019 and 2020 has completely changed. By Nabiya Vaffoor"
https://ceylontoday.lk/2022/10/11/patalis-travel-ban-suspended/,Patali’s travel ban suspended,Author not found,0,2022-10-10T20:50:00+00:00," Colombo High Court Judge, Damith Thotawatta, yesterday (10), suspended the overseas travel ban imposed on former Minister Patali Champika Ranawaka, thereby allowing him to travel abroad until 17 March 2023. The Judge gave this order, having perused a request, made on behalf of the accused, by President’s Counsel Sarath Jayamanne, when the case was convened yesterday. Deputy Solicitor General Dileepa Peiris, prosecuting on behalf of the Attorney General’s Department did not object to the request made by the defence, which prompted Judge Thotawatta, to suspend the foreign travel ban. Further proceedings of the trial were fixed for 20 March, 2023. The foreign travel ban was imposed on the MP, over the hit-and-run incident which took place six years ago, where the vehicle, the former Minister was travelling in, had collided with a motorcycle in Rajagiriya, causing life-threatening injuries to its rider, Sandeep Gunawardena and the alleged fabrication of evidence related to the accident. The AG has indicted three accused namely Ranawaka, Dilum Thusitha Kumara, who had posed off as the driver of the vehicle during the incident and former OIC of the Welikada Police ASP Sudath Asmadala, on 16 counts before the High Court and on charges of reckless driving, failure to report a traffic accident to Police, fleeing after causing a traffic accident, compilation of fake evidence etc. By Hansi Nanayakkara"
https://ceylontoday.lk/2024/02/14/ports-ministry-says-harins-statement-not-true/,Ports Ministry says Harin’s statement ‘NOT TRUE’,By Sulochana Ramiah Mohan,0,2024-02-13T20:36:00+00:00,"The Ministry of Ports, Shipping and Aviation has categorically stated that there is no truth to the claims made by Minister of Tourism Harin Fernando, during the Mumbai tourism roadshow, that an Indian investor might take control of the three main airports in Sri Lanka, including the BIA. The Tourism Minister, speaking at the Outbound Travel Mart (OTM), India’s leading and only travel show focused on outbound travel, said, “I will break the news that Indian companies are taking our three airports which is going to be a phenomenal decision to really help us. The fuel tanks are taken by the Indian companies, the solar power projects are also taken by the Indians.” Further, the Minister of Tourism also told a Hindu Businessline journalist and the Hindustan Times, Pune News and many other Indian media outlets that were present at the roadshow that discussions are underway between the two sides, potentially involving management contracts. The newspaper quoted Minister Fernando as stating that the Adani Group is in negotiations with Sri Lankan authorities to manage three airports in the island nation, including the BIA. He mentioned plans to collaborate with the Adani Group for airport management, as reported by Businessline on the sidelines of the OTM show in Mumbai. Sources informed Ceylon Today that Minister Fernando has been requested to provide clarification on the matter, as the Sri Lankan Government has no plans to allocate shares to any foreign investors for the BIA or the Ratmalana International Airport. The only finalised agreement concerns the sale of the Mattala Airport to a Russo-Indian joint venture. According to the Aviation Ministry, the statement made by Minister Fernando during the Mumbai roadshow regarding the transfer of the three airports to an Indian investor was misleading information. The Government has clarified that there are no such plans in place for such a transfer. Additionally, the State-Owned Enterprise Restructuring Unit has stated that they have no knowledge of the developments regarding the airport proposals. Ceylon Today has previously reported that the Mattala Airport will be managed by Russia’s Airports of Regions Management Company (AR), in collaboration with an Indian firm, as a joint venture. Sources indicate that the Indian company involved in this venture is likely to be the Adani Group. Secretary of Sri Lanka’s Ministry of Ministry of Ports, Shipping and Aviation K.D.S. Ruwanchandra, however, told Ceylon Today that discussions have led to an agreement to transfer the operations of MRIA to a private joint venture and it is being finalised, but the Secretary did not disclose the names of the investors. "
https://ceylontoday.lk/2022/10/11/national-policy-should-remain-unchanged-president/,National Policy should remain unchanged – President,Author not found,0,2022-10-10T20:50:00+00:00,"The country needs a National Policy that does not change with every Government that comes to power, President Ranil Wickremesinghe emphasised, while inviting everyone to commit to building the country on one National Policy devoid of party differences. The President pointed out that to build a developed economy and raise Sri Lanka to the pinnacle of the world, a solid Economic Policy as well as political stability is a must. Hence, he invited everyone to join hands to discuss the National Policy framework using the National Council as a platform. He was speaking while declaring open the first life-saving pharmaceutical manufacturing plant established in Sri Lanka yesterday (10). The President also pointed out that he is working towards establishing a national policy to prepare an export economy using competitive and modern technology. Expressing his views further, the President said, “First let me congratulate the Chairman of this company. He is a farsighted individual. He had a good understanding of the drug shortage the country is facing.  He also understood that the local market is insufficient. Therefore, this company has taken steps to develop our export industry, not only to supply medicines needed domestically, but also by producing medicines needed internationally. We sincerely hope that this project commenced by this young entrepreneur will progress to greater heights. This project has created great employment opportunities for many. This investment has been done at a time when the country’s economy is facing its hardest period.  Our budget deficit is one factor that has contributed to the collapse of our economy. The foreign exchange we receive is not sufficient to meet our needs,” he said. Speaking further he said, “therefore we have to obtain loans every year. Currently, we are in a situation where we are unable to pay our debts. Our economy must be rebuilt. If we are to succeed we must remember one thing. We must earn the required foreign exchange. A deficit of foreign exchange cannot be maintained. It is not possible to maintain a budget deficit. Our aim should be to keep the surplus of the expenditure head. For this, we need to increase our foreign income. For that purpose, the goods produced for export, the crops grown and the services provided should be increased. We need an export-oriented economy that uses the most competitive technology,” he said. Wickremesinghe said, all should follow one national policy. “We can engage in our daily debates. However, we need to make one national policy. If we continue with that national policy, we will never fail. We made the mistake of changing policies with every change of government. Even when the ministers changed within the government, the policies were changed. So how can you expect the country to prosper?” he questioned. He also said, there should be a good social framework as well as a political framework and the economic framework depends on the stability of the political framework. If a stable political system cannot be established, the people of the country will suffer."
https://ceylontoday.lk/2022/10/11/wpc-wants-more-women-in-national-council/,WPC wants more women in National Council,Author not found,0,2022-10-10T20:50:00+00:00,"The Women Parliamentarians’ Caucus (WPC) requested Speaker Mahinda Yapa Abeywardena to increase the representation of women in the National Council. A letter was handed over to the Speaker by the Women Parliamentarians’ Caucus Chairperson Dr. Sudarshini Fernandopulle. According to the proposed standard for the establishment of the National Council, 28 out of 35 members have been named and the only female Parliamentarian included is Pavithra Wanniarachchi. Therefore, through this letter, the Women Parliamentarians’ Caucus has requested to give more opportunities to women parliamentarians while nominating the remaining members of the National Council."
