url,title,author,comments,Date,Content
https://ceylontoday.lk/2024/02/14/convict-jailed-for-28-years-over-murder-of-9-yr-old/,Convict jailed for 28 years over murder of 9-yr-old,BY Kumudu Upul Shantha,0,2024-02-13T20:33:00+00:00,"Panadura High Court Judge Saman Kumara yesterday (13) sentenced an accused to 28 years Rigorous Imprisonment (RI) who pleaded guilty to murdering a nine-year-old girl in Atulugama, Panadura. The Court also instructed the convict to pay a sum of three million rupees as compensation to the mother of the victim, Fathima Ayesha of Atulugama and warned that failure to pay the compensation would result in a further six and a half years of imprisonment. The Court sentenced the convict, having considered the indictments filed against him by the Attorney General. The convict was identified as Farook Ganeshanathan who had been a friend of the victim’s father. Deputy Solicitor General Janaka Bandara along with Senior State Counsel Lakshman Perera, who prosecuted, stated that the actions resorted to by the accused had further underscored the viciousness of the present day society. They therefore urged the Court to impose the severest possible penalties and fines on the accused so as to deter others from committing similar offences. The lawyers said that they hoped the High Court would not let off the accused lightly as he is a known to be hardcore criminal. Taking the submissions of the DSG and the Senior State Counsel into perusal, Judge Kumara slapped the aforementioned punishments and fines on the convict. The Bandaragama Police and the Panadura Division Special Crimes Unit, probing the incident, had uncovered that the convict had coaxed the victim to go with him to a nearby shrub jungle with the intention of raping her after she had gone to a boutique, situated close to her house, on 27 May two years ago. The Police had uncovered that though the convict had attempted to rape the deceased he had been prevented from doing so due to loud screaming on the part of the victim and afterwards the convict had submerged the victim in a nearby muddy paddy field causing her death. During the probe the Police had also gathered information that the convict, who had been a close friend of her father, had been known to her family having visited them often and therefore she had willingly gone with him on the ill-fated day. After the Police had identified the accused, the Attorney General had filed indictments against him, before the High Court, in a short span of time."
https://ceylontoday.lk/2024/02/14/farmers-protest-against-amaraweera/,Farmers protest against Amaraweera,BY Savani Sheashadhi and Chamodya Senarathna,0,2024-02-13T20:33:00+00:00,"During a meeting convened to discuss preparations for the forthcoming Yala Season, officials from the Ministry of Agriculture and those of farmers’ organisations vehemently protested against the subject Minister.  Among those attending the meeting were Minister Mahinda Amaraweera, Minister of Irrigation, Wildlife and Forest Conservation Pavithra Wanniarachchi and State Ministers Sasheendra Rajapaksa and Mohan Priyadarshana Silva. Initially, officials from the agriculture, irrigation and Mahaweli sectors, aired their views on planning for the upcoming season. Subsequently, the emcee of the event invited Minister Amaraweera to speak. However, just as he was about to commence his speech, representatives from farmer unions stood up and protested against the Minister. They expressed their frustration, stating that they had not travelled from far-flung areas to listen to the Minister’s views. The farmers’ union representatives demanded to be allowed to air their grievances before the Minister’s speech. Minister Amaraweera consented to stay back and listen to the farmers’ grievances, explaining that he had intended to speak first to break the ice. The farmer union representatives questioned why a national agriculture policy was not in place, expressing concerns that farmers were being controlled by businessmen due to this shortfall.  Minister Amaraweera explained that during his tenure as the subject Minister, six years ago, he had initiated a national agriculture policy, which was examined by a committee led by Prof. Gamini Seneviratne. He noted that the policy proposal suggested incorporating sectors such as fisheries, irrigation and livestock, which would take some time to compile. The farmer representatives insisted that the views of farmers should be included in the final draft of the policy. Minister Amaraweera suggested that the farmers’ suggestions could be submitted to Parliament as future amendments. The farmer union representatives alleged that they were not receiving reasonable prices for their harvests during the ongoing Maha Season. They also complained about the skyrocketing prices of agricultural equipment and pesticides, demanding government intervention and relief. They questioned how officials and traders could decide the price of their harvest after they had worked hard in the fields. Additionally, they requested the presence of officials responsible for deciding the prices of paddy at the meeting. Furthermore, they highlighted damages caused to their crops by wild animals and sought both short and long-term relief measures. Minister Wanniarachchi expressed her disapproval of the farmer union representatives making baseless allegations against Minister Amaraweera, emphasising his efforts to revive the agrarian industry, even within the Cabinet. She noted that Minister Amaraweera had worked diligently to obtain the maximum price for paddy on numerous occasions."
https://ceylontoday.lk/2024/02/14/cabinet-green-light-to-amend-osa/,Cabinet green light to amend OSA,Author not found,0,2024-02-13T20:33:00+00:00,"The Cabinet has approved a resolution, forwarded by Minister of Public Security Tiran Alles, to make several amendments to the recently enacted Online Safety Act (OSA), according to Cabinet Spokesman Minister Bandula Gunawardena.  Speaking at yesterday’s (13) Cabinet media briefing, Minister Gunawardena said input from industry experts, regarding the Online Safety Act, had been received and considered. The amendments to the Online Safety Act, Minister Gunawardena explained, will be drafted based on these proposals.  The Government emphasised that while the provisions of the Online Safety Act are currently being implemented, following its passage in Parliament, amendments proposed during committee sessions could only be aligned with decisions made by the Supreme Court.  Consequently, there was no opportunity to incorporate the amendments proposed by industry experts. To address this, the Cabinet approved the proposal to engage with experts in the field further and incorporate their proposed amendments into the draft bill for the Online Safety Act."
https://ceylontoday.lk/2024/02/14/manoj-gamage-resigns-from-nmra-director-board/,Manoj Gamage resigns from NMRA Director Board,By Dilanthi Jayamanne ,0,2024-02-13T20:33:00+00:00,"Lawyer Manoj Gamage, who was on the Board of Directors of the National Medicines Regulatory Authority (NMRA), handed in his letter of resignation to Health Minister, Dr. Ramesh Pathirana yesterday (13).     Two more members of the NMRA Board also stepped down from their respective positions. All of them were appointed to the board by former Health Minister Keheliya Rambukwella.  In his letter of resignation addressed to the Minister of Health, Gamage noted that his intention to step down from his position in the NMRA was effective 13 February.  In his letter, Gamage stressed that he had endeavoured to work for the betterment of the Authority in his capacity as a lawyer. While serving as a Director, he said he had done his maximum to make appropriate decisions to overcome some of the failures in the Authority. They included completing and submitting annual reports which had not been provided from 2016 to 2022. Completing all work related to the Corporate Plan of the NMRA and establishing audit committees and conducting audit committee meetings as the former administrations of NMRA had failed to do so.   The former NMRA Director said he had also been instrumental in the recruitment and induction of pharmacists which had not been done for the past eight years.  Gamage’s loyalties and ethics were questioned in December last year when he spoke in defence of former Health Minister Rambukwella, who was accused of being involved in the procurement of a large quantity of low-quality medicinal drugs including the Human Immunoglobulin IV scandal.       "
https://ceylontoday.lk/2024/02/14/health-unions-strike-cripples-health-care-services/,Health unions’ strike cripples health care services,By Dilanthi Jayamanne,0,2024-02-13T20:33:00+00:00,"More than 80,000 State health service employees warned they would continue their strike today (14) too, despite the severe inconvenience caused to patients seeking treatment from the State health services.  Hospital services were disrupted when 72 trade unions, comprising professions supplementary to medicine, paramedics, a section of nurses and health assistants, including ambulance drivers and cooks, struck work demanding a similar economic justice from the Government.  Several hospitals underwent difficulties in conducting lab tests, scans and dispensing drugs. Routine surgeries and clinical services were also disrupted as a result of the strike. State service hospital administrations had requested for assistance from the Armed forces. Thereby they were deployed to run daily activities of the hospitals affected by the strike. Security Forces maintained the services of Health Assistants in the National Hospitals Colombo and Kandy, National Eye Hospital, Colombo, Teaching Hospitals  Kalubowila, Karapitiya, Mahamodara, Peradeniya, Anuradhapura and Kurunegala and the services at,  Matale, Polonnaruwa, Medirigiriya, Higurakgoda, Batticaloa, Dehiattakandiya , Hambantota, Debarawewa, Ratnapura, Balangoda, Aheliyagoda, Nawalapitiya, Badulla, Elpitiya, Homagama and Kegalle. About 900 troops of the Sri Lanka Army were put on duty at hospitals. Media Committee Member of the Government Medical Officers’ Association (GMOA warned the trade union leaders, who are up in arms, to refrain from verbally attacking medical practitioners and as a result creating disharmony between health service employees. “We would have to resort to trade union action if these warring trade union leaders do not stop their spiteful verbal attacks targeting doctors.” He said his outfit would decide on a course of action when the Central Committee of the GMOA meets during the course of the week.   “It is not legally or constitutionally possible to give a Disturbance, Availability and Transport (DAT) increase of Rs 35,000 to non-medical health service employees as the particular allowance is exclusively for the medical fraternity. Instead these trade unions should agitate and demand for allowances relevant to their profession,” he said.  Convenor of the Health Service Trade Union Alliance  (HSTUA) Chanaka Dharmawickrema said that although only one of the three nurses’ unions, namely the Government Nursing Officers’ Association (GNOA) had  joined the strike nearly 20,000 nurses (50% of the total number)  had supported the cause.  The All Ceylon Nurses Union (ACNU) is scheduled to stage a protest today (14) demanding for much needed economic justice by increasing allowances and paying them the ‘Sleepless, Transport and Risk’ Allowance (STR) and awarding the proper title for Nursing Sisters who had completed a Post Graduate Course."
https://ceylontoday.lk/2024/02/14/electronic-media-broadcasting-authority-act-soon/,Electronic Media Broadcasting Authority Act soon,Author not found,0,2024-02-13T20:33:00+00:00,"State Minister of Mass Media Shantha Bandara said the Electronic Media Broadcasting Authority Bill is expected to be tabled in Parliament and enacted soon. Additionally, he noted that a national media policy has been drafted and is presently being considered by the Cabinet for approval. State Minister Bandara was speaking at a news conference held at the President’s Media Centre yesterday (13). The State Minister also said: “In tackling today’s prominent challenge of financial management, we directed our attention towards addressing revenue and expenditure issues. Specifically, we concentrated on the 16 institutions falling under the Ministry, a significant portion of which relied on Treasury allocations. As a result, initiatives were undertaken to enhance the self-sufficiency of these entities, enabling them to operate independently. Particularly, in our efforts to enhance Sri Lanka Rupavahini Corporation and the Sri Lanka Broadcasting Corporation, we engaged in discussions with their management, leading to crucial decisions that have garnered positive responses. Further, Independent Television Network and the Associated Newspapers of Ceylon Limited (Lakehouse) have undergone significant transformations. We anticipate turning these institutions into profitable entities by next year.” Moreover, the Postal Department’s revenue projection saw a notable increase from Rs 9,268 million in 2022 to Rs 13,616 million in 2023. Through improved services and enhanced management practices without imposing additional burdens on the public, we managed to reduce the department’s losses from Rs 7,173 million in 2021 to Rs 6,832 million in 2022, and further down to Rs 3,222 million in 2023. We are confident that by 31 December 2024, the Postal Department will operate as a self-sustaining, profit-making institution independent of Treasury funds. Additionally, Cabinet has approved a special project programme worth Rs 10 billion, establishing a joint venture between the private and public sectors. This initiative aims to expedite international goods exchange processes. Further, plans are underway to launch a courier service for goods exchange in the Western Province this year, utilising 200 three-wheelers and 50 motorcycles, the State Minister added.  (SRM)"
https://ceylontoday.lk/2024/02/14/presidential-election-as-scheduled-general-election-next-year/,"Presidential Election as scheduled, General Election next year",BY Methmalie Dissanayake,0,2024-02-13T20:33:00+00:00,"With political arena in the country heating up due to the election pressure, the President’s Media Division (PMD) yesterday (13) announced that the Presidential Election will be held first and the General Election will follow.  Issuing a statement, the PMD said the Presidential Election will be conducted within the stipulated timeframe and according to the existing scheduleand the general election would be held next year.  Furthermore, the PMD clarified that financial allocations for the General Election will be incorporated in the 2025 budget. Responsibility for overseeing the electoral process lies with the Election Commission, and the government will maintain communication with the Commission as and when necessary, the PMD added.  However, the PDM did not divulge any information about holding the indefinitely postponed local government elections and Provincial Council elections.  The PMD’s statement came amidst the allegations by several parties, including the main Opposition Samagi Jana Balawegaya (SJB) and Pivithuru Hela Urumaya (PHU) that there is an attempt to postpone the Presidential Election by bringing proposals to abolish the Executive Presidency.  The tenure of the President, elected in November 2019, ends in November 2024. As per the Constitution of Sri Lanka, the term of five years for an elected President does not change even if a President steps down during the period and another person takes over. Therefore, the election must be held one month before the conclusion of the incumbent President’s term. The Election Commission of Sri Lanka is responsible for holding the Presidential Election during the stipulated period as per the law."
https://ceylontoday.lk/2024/02/14/sc-defers-verdict-indefinitely/,SC defers verdict indefinitely,By Sandasen Marasinghe ,0,2024-02-13T20:33:00+00:00,"The Supreme Court concluded the hearing of an appeal challenging State Minister Diana Gamage’s Parliamentary membership.    The Supreme Court Bench comprising Justice Gamini Amarasekara, Justice Kumuduni Wickremasinghe and Justice Janak de Silva decided to defer the verdict indefinitely. Shavindra Fernando, PC represented State Minister Gamage.  Social activist Oshala Herath filed the appeal in the Supreme Court two weeks after the petition, filed challenging Gamage’s Parliamentary membership, was dismissed by the Court of Appeal in a majority verdict.  The petitioner sought from the Court of Appeal a Writ of Quo Warranto declaring that Diana Gamage is unqualified to be an MP in light of her dual citizenship. Counsel Hafeel Farisz represented the petitioner. Farman Cassim, PC represented the Samagi Jana Balawegaya (SJB) General Secretary."
https://ceylontoday.lk/2024/02/14/ceb-willing-to-pay-interest-for-security-deposits/,CEB willing to pay interest for security deposits,By Sandasen Marasinghe,0,2024-02-13T20:33:00+00:00,"The Ceylon Electricity Board (CEB) informed the Supreme Court that interest would be paid for security deposits collected from consumers in 2023.   Deputy Solicitor General Nirmalan Vigneswaran informed the Court by way of a motion that the CEB had decided to pay an annual interest of 11.67 per cent for security deposits collected from consumers in 2023.  The motion also informed the Supreme Court Bench comprising Justice S. Thurairaja, Justice Gamini Amarasekera and Justice Kumuduni Wickremasinghe, that the CEB has decided to pay the interest beginning January 2024.  The motion was submitted in regard to the Fundamental Rights petition filed by the Electricity Consumers’ Association stating that the CEB was violating the fundamental rights of all CEB consumers by not paying interest on the deposits that they make when applying for new connections. The petitioner argued per the provisions of the CEB Act, consumers are entitled to interest for deposits made to the CEB.  The petitioner prayed the Supreme Court to declare that the CEB consumers’ fundamental rights have been violated by the actions of the CEB and also to order the CEB to pay interest to electricity consumers. The CEB, the Public Utilities Commission of Sri Lanka and the Ministry of Power and Energy were named as respondents."
https://ceylontoday.lk/2024/02/14/ports-ministry-says-harins-statement-not-true/,Ports Ministry says Harin’s statement ‘NOT TRUE’,By Sulochana Ramiah Mohan,0,2024-02-13T20:36:00+00:00,"The Ministry of Ports, Shipping and Aviation has categorically stated that there is no truth to the claims made by Minister of Tourism Harin Fernando, during the Mumbai tourism roadshow, that an Indian investor might take control of the three main airports in Sri Lanka, including the BIA. The Tourism Minister, speaking at the Outbound Travel Mart (OTM), India’s leading and only travel show focused on outbound travel, said, “I will break the news that Indian companies are taking our three airports which is going to be a phenomenal decision to really help us. The fuel tanks are taken by the Indian companies, the solar power projects are also taken by the Indians.” Further, the Minister of Tourism also told a Hindu Businessline journalist and the Hindustan Times, Pune News and many other Indian media outlets that were present at the roadshow that discussions are underway between the two sides, potentially involving management contracts. The newspaper quoted Minister Fernando as stating that the Adani Group is in negotiations with Sri Lankan authorities to manage three airports in the island nation, including the BIA. He mentioned plans to collaborate with the Adani Group for airport management, as reported by Businessline on the sidelines of the OTM show in Mumbai. Sources informed Ceylon Today that Minister Fernando has been requested to provide clarification on the matter, as the Sri Lankan Government has no plans to allocate shares to any foreign investors for the BIA or the Ratmalana International Airport. The only finalised agreement concerns the sale of the Mattala Airport to a Russo-Indian joint venture. According to the Aviation Ministry, the statement made by Minister Fernando during the Mumbai roadshow regarding the transfer of the three airports to an Indian investor was misleading information. The Government has clarified that there are no such plans in place for such a transfer. Additionally, the State-Owned Enterprise Restructuring Unit has stated that they have no knowledge of the developments regarding the airport proposals. Ceylon Today has previously reported that the Mattala Airport will be managed by Russia’s Airports of Regions Management Company (AR), in collaboration with an Indian firm, as a joint venture. Sources indicate that the Indian company involved in this venture is likely to be the Adani Group. Secretary of Sri Lanka’s Ministry of Ministry of Ports, Shipping and Aviation K.D.S. Ruwanchandra, however, told Ceylon Today that discussions have led to an agreement to transfer the operations of MRIA to a private joint venture and it is being finalised, but the Secretary did not disclose the names of the investors. "
